gene_names,CRISPRa_phenotype
NOP10,-0.007700122
NOP14,0.028544031
NOP16,0.039545275
NOP2,0.018645308
NOP56,-0.066879025
NOP58,-0.006973335
NOP9,0.020060923
NOS1,0.084694983
NOS1AP,0.009581672
NOS2,-0.029868623
NOS3,0.059630785
NOSIP,-0.021015199
NOSTRIN,0.040885615
NOTCH1,0.003862434
NOTCH2,0.109739316
NOTCH2NL,0.091748834
NOTCH3,0.060793034
NOTCH4,0.068329791
NOTO,0.024434388
NOTUM,0.02883693
NOV,-0.048543743
NOVA1,-0.015612624
NOVA2,0.040895989
NOX1,0.006760033
NOX4,-0.054851283
NOX5,-0.062923367
NOXA1,0.074273291
NOXO1,-0.093592773
NOXRED1,0.012716537
NPAP1,0.021905897
NPAS1,0.021712693
NPAS2,0.048632667
NPAS3,-0.031741446
NPAS4,0.127494094
NPAT,-0.090922341
NPB,-0.044407448
NPC1,0.018631068
NPC1L1,0.030249223
NPC2,-0.063733264
NPDC1,0.047370385
NPEPL1,0.031774996
NPEPPS,-0.017390943
NPFF,-0.043543788
NPHP1,-0.072220919
NPHP3,-0.03591864
NPHP4,0.024239633
NPHS1,-0.015552059
NPHS2,-0.108052244
NPIPA1,0.000518871
NPIPB5,0.022372412
NPL,-0.028019373
NPLOC4,-0.01461591
NPM1,0.180367588
NPM2,-0.027569659
NPM3,0.046313356
NPNT,-0.045857859
NPPB,-0.022494326
NPR1,-0.047195552
NPR2,-0.037744056
NPR3,-0.045395155
NPRL2,-0.026054985
NPRL3,-0.045864751
NPSR1,-0.011375039
NPTN,-0.048057537
NPTX1,-0.009400351
NPTX2,-0.063282125
NPTXR,0.070390618
NPW,-0.045770884
NPY,0.016174816
NPY2R,-0.067001316
NQO1,0.095935472
NQO2,-0.048752192
NR0B1,-0.036378781
NR0B2,0.016882365
NR1D1,0.000341519
NR1D2,0.010340638
NR1H2,-0.021916913
NR1H3,0.021140245
NR1H4,0.04934264
NR1I2,0.01053857
NR1I3,-0.049579899
NR2C1,-0.030202688
NR2C2,-0.016113941
NR2C2AP,0.034302011
NR2E1,0.023961232
NR2E3,0.008006876
NR2F1,-0.082232421
NR2F2,-0.215650765
NR2F6,-0.089847094
NR3C1,0.058224283
NR3C2,0.073175224
NR4A1,0.013737289
NR4A2,-0.133826341
NR4A3,0.023935402
NR5A1,0.13513147
NR5A2,-0.015855971
NR6A1,-0.031252062
NRAP,0.016528434
NRARP,-0.078473312
NRAS,-0.007665522
NRBF2,0.013276798
NRBP1,0.077061732
NRBP2,0.063571388
NRCAM,-0.094686488
NRD1,-0.070912826
NRDE2,0.04529098
NRF1,0.021049669
NRG1,-0.032432348
NRG2,0.049938057
NRGN,-0.012040625
NRIP1,0.108758642
NRIP2,0.01769414
NRIP3,-0.15812409
NRK,0.005593378
NRL,-0.008045666
NRM,0.029859504
NRN1,-0.003405908
NRN1L,-0.024733835
NRP1,0.052417754
NRP2,0.101477355
NRROS,-0.102528131
NRSN1,0.026451795
NRSN2,0.010457347
NRTN,-0.047595232
NSA2,0.007948476
NSD1,0.085623878
NSDHL,0.013468247
NSF,0.004143958
NSFL1C,0.070821579
NSL1,-0.081210903
NSMAF,-0.008471564
NSMCE1,0.084645419
NSMCE2,-0.048305124
NSMCE4A,0.008148491
NSMF,0.010151381
NSRP1,0.013245199
NSUN2,0.046032818
NSUN3,0.023116317
NSUN4,0.016414769
NSUN5,0.061758999
NSUN6,-0.002174175
NT5C,-0.161409865
NT5C1A,-0.007412674
NT5C1B,-0.003699525
NT5C1B-RDH14,-0.003699525
NT5C2,-0.088918621
NT5C3A,-0.059141532
NT5DC1,0.012010826
NT5DC2,0.165433649
NT5DC3,0.02383392
NT5E,-0.051293245
NT5M,0.032004436
NTAN1,-0.007724321
NTF3,0.0334443
NTF4,-0.050865053
NTHL1,0.016805854
NTMT1,0.068437802
NTN1,-0.047142797
NTN3,0.002015713
NTNG1,0.034993635
NTNG2,-0.051399248
NTPCR,0.037049065
NTRK1,0.008862106
NTRK2,-0.036716068
NTRK3,0.049648856
NTS,0.057139899
NTSR1,0.056898448
NTSR2,0.038602098
NUAK1,0.018360559
NUAK2,0.023501716
NUB1,-0.046490776
NUBP1,0.014330914
NUBP2,-0.073421727
NUBPL,0.033177511
NUCB1,0.01899976
NUCB2,-0.08025017
NUCKS1,0.083179001
NUDC,-0.066970931
NUDCD1,-0.00216718
NUDCD2,-0.006999715
NUDCD3,-0.012449659
NUDT1,0.039928412
NUDT12,-0.0363628
NUDT13,-0.013799717
NUDT14,0.013601529
NUDT15,0.028407215
NUDT16,-0.047442308
NUDT16L1,0.10914371
NUDT17,-0.042221208
NUDT18,-0.004059657
NUDT19,-0.079613943
NUDT2,0.027133691
NUDT21,0.016742214
NUDT22,-0.002433421
NUDT3,0.018844672
NUDT4,-0.037826482
NUDT5,-0.034603602
NUDT6,0.007268032
NUDT7,0.005667128
NUDT8,-0.15327542
NUDT9,0.045823684
NUF2,0.011438368
NUFIP1,0.03735262
NUFIP2,-0.091949974
NUGGC,-0.021789364
NUMA1,0.055963621
NUMB,-0.136592073
NUMBL,-0.015041924
NUP107,-0.056997477
NUP133,-0.054297315
NUP153,0.05143651
NUP155,-0.031192091
NUP160,-0.01129838
NUP188,-0.027618079
NUP205,-0.005965064
NUP210,0.117264855
NUP210L,0.003681048
NUP214,0.055895413
NUP35,0.065705167
NUP37,-0.021380486
NUP43,0.013068379
NUP50,-0.015872599
NUP54,0.01777523
NUP62,0.073781721
NUP62CL,-0.021219584
NUP85,0.050425496
NUP88,0.018630543
NUP93,0.013195158
NUP98,0.001277026
NUPL1,-0.017612756
NUPL2,0.024253292
NUPR1,-0.031455152
NUS1,0.049857675
NUSAP1,0.044387858
NUTF2,0.04070858
NUTM1,-0.009084749
NUTM2A,-0.140240124
NVL,0.031942593
NXF1,-0.024586676
NXF2,-0.033291637
NXF2B,0.015618525
NXF3,-0.027364707
NXF5,-0.022734146
NXN,-0.001777134
NXNL1,0.014681151
NXPE3,-0.041715549
NXPH3,-0.04236357
NXPH4,0.028815296
NXT1,-0.074078838
NXT2,0.041070751
NYNRIN,0.028649178
NYX,-0.010193925
OAF,-0.0082888
OARD1,0.10467699
OAS1,0.046406694
OAS2,-0.037433444
OAS3,0.018507488
OASL,0.07835501
OAT,0.035325095
OAZ1,0.022004071
OAZ2,0.095698791
OAZ3,0.026711562
OBFC1,-0.017313519
OBSCN,-0.053291847
OBSL1,0.11435872
OC90,0.040952656
OCEL1,0.016138561
OCIAD1,0.020810912
OCIAD2,-0.015734119
OCRL,0.018621168
ODC1,-0.041493345
ODF2,0.074035054
ODF2L,-0.0903412
ODF3L2,-0.010223738
OFD1,0.026500019
OGDH,0.043877108
OGDHL,0.073977096
OGFOD1,0.040146219
OGFOD2,-0.006788887
OGFOD3,0.020163047
OGFR,0.010904305
OGG1,-0.041616551
OGN,-0.023760885
OGT,0.097764686
OIP5,-0.066752771
OLA1,0.031986659
OLAH,0.017433049
OLFM1,-0.126374034
OLFM2,-0.051492902
OLFM3,-0.033969116
OLFM4,-0.009869014
OLFML2A,0.033897813
OLIG1,0.004297461
OLIG2,-0.036855772
OLIG3,0.015405646
OLR1,-0.043270133
OMA1,-0.084399964
OMD,0.057494775
OMG,0.045829549
ONECUT1,-0.102149404
ONECUT2,-0.158133278
ONECUT3,0.011010014
OPA1,0.00783063
OPA3,-0.055313227
OPCML,-0.017687584
OPHN1,0.039068748
OPLAH,0.093594753
OPN1SW,0.02960928
OPN3,0.036477667
OPRD1,-0.03451988
OPRK1,0.136963409
OPRL1,0.09384085
OPRM1,0.022224927
OPTN,-0.101646306
OR10AG1,0.089524667
OR10J3,-0.026621364
OR13A1,0.031518677
OR13G1,-0.010249312
OR14C36,0.008686252
OR1E1,0.090768057
OR2A1,-0.013449306
OR2A42,0.00740884
OR2AG2,0.017470987
OR2AT4,0.008964741
OR2B6,0.005071078
OR2T12,-0.060232609
OR2T33,-0.006964912
OR2T4,-0.019572085
OR2W3,0.031485504
OR3A1,0.049678554
OR51S1,0.026346735
OR52A1,0.071579877
OR5J2,0.002241433
OR7D2,0.016592432
OR8A1,-0.003691216
OR8G5,0.042323443
ORAI1,0.102336126
ORAI2,-0.081760487
ORAI3,-0.024738079
ORAOV1,0.006503232
ORC1,-0.007478117
ORC2,-0.034788532
ORC3,0.02817862
ORC4,-0.062123834
ORC5,0.015982988
ORC6,-0.005258772
ORMDL1,-0.018397921
ORMDL2,0.009772582
ORMDL3,0.008546671
OS9,-0.11259045
OSBP,0.013865401
OSBP2,-0.018675117
OSBPL10,-0.008460378
OSBPL11,0.030091045
OSBPL1A,0.021237421
OSBPL2,0.066734838
OSBPL3,0.058578193
OSBPL5,0.017044195
OSBPL6,-0.012989233
OSBPL7,0.075827107
OSBPL8,-0.063396502
OSBPL9,0.102541393
OSCAR,0.01968247
OSCP1,-0.00486281
OSER1,0.031743545
OSGEP,-0.013612028
OSGEPL1,0.01278318
OSGIN2,-0.015649217
OSM,-0.025391487
OSMR,-0.039811849
OSR1,0.048350949
OSR2,-0.235873687
OST4,0.097091937
OSTC,-0.007021013
OSTF1,0.030472413
OSTM1,-0.007849652
OTC,0.039382019
OTOF,-0.050744795
OTOP2,0.057167773
OTOP3,0.120972991
OTP,-0.003823781
OTUB1,-0.019512273
OTUB2,-0.016677792
OTUD1,-0.176101317
OTUD3,0.051479939
OTUD4,-0.018446519
OTUD5,-0.018501835
OTUD6B,0.048444496
OTUD7A,0.061589391
OTUD7B,0.138709624
OTX1,-0.224967034
OTX2,0.026884614
OVCA2,0.046404907
OVCH1,0.018547137
OVCH2,0.024728495
OVGP1,0.006145244
OVOL1,-0.012137727
OVOL2,0.073711583
OXA1L,0.011075193
OXCT1,-0.107170238
OXCT2,0.058049401
OXLD1,-0.005638051
OXNAD1,-0.031104502
OXR1,0.013767711
OXSM,-0.114200576
OXSR1,-0.020973691
OXT,-0.095783925
OXTR,0.01345434
P2RX1,0.113781817
P2RX4,0.125538578
P2RX5,-0.078239973
P2RX6,0.010988905
P2RX7,0.025388039
P2RY1,-0.051409359
P2RY11,0.00862419
P2RY12,0.034784278
P2RY13,0.006311261
P2RY2,-0.025930498
P4HA1,0.060770423
P4HA2,-0.055484904
P4HA3,0.039334942
P4HB,0.115612122
P4HTM,0.007727802
PA2G4,-0.018006878
PAAF1,0.043103657
PABPC1,0.013058666
PABPC1L,-0.035041466
PABPC1L2B,0.134933442
PABPC3,-0.023378278
PABPC4,-0.020264596
PABPC4L,-0.015184169
PABPC5,-0.002036614
PABPN1,0.087003816
PABPN1L,0.064016756
PACRG,0.049634628
PACRGL,0.030208957
PACS1,-0.010218276
PACS2,-0.063189981
PACSIN1,0.011353106
PACSIN2,0.033713712
PACSIN3,0.030427251
PADI1,0.015353012
PADI2,-0.005488636
PADI3,-0.036078615
PADI4,0.011868683
PADI6,-0.06219763
PAEP,0.020545284
PAF1,0.00827559
PAFAH1B1,-0.033678292
PAFAH1B2,0.094394203
PAFAH1B3,0.062973845
PAFAH2,-0.030811819
PAG1,-0.028990225
PAGE1,-0.013905376
PAGE2B,0.018847578
PAGR1,-0.094534539
PAH,0.035456639
PAICS,0.035474075
PAIP1,-0.049193592
PAIP2,-0.010891921
PAIP2B,-0.06849457
PAK1,-0.030678366
PAK1IP1,0.013524244
PAK2,-0.089774114
PAK3,0.129553899
PAK4,-0.041715498
PAK6,-0.01779672
PAK7,-0.033263343
PALB2,-0.012583143
PALD1,-0.008497208
PALLD,0.064263301
PALM,-0.030266996
PALM2-AKAP2,0.002168986
PALM3,-0.072103346
PAM,-0.017902321
PAM16,-0.116371566
PAMR1,0.02201397
PAN2,0.110435885
PAN3,0.127919993
PANK1,-0.013135281
PANK2,-0.009949313
PANK3,0.037366709
PANK4,0.0824281
PANX1,-0.007289491
PANX2,0.077135221
PANX3,0.058050985
PAOX,0.015007948
PAPD4,0.008949387
PAPD5,-0.024521355
PAPD7,0.015702077
PAPLN,0.042235503
PAPOLA,-0.088284504
PAPOLB,0.04101191
PAPOLG,-0.010705205
PAPPA,-0.048694564
PAPPA2,0.007348972
PAPSS1,0.025611537
PAPSS2,-0.005736519
PAQR3,0.082920709
PAQR4,-0.004168986
PAQR5,0.046517226
PAQR6,0.033246199
PAQR7,0.019187456
PAQR8,-0.086083395
PAQR9,-0.033156961
PARD3,0.061672171
PARD3B,0.129848955
PARD6A,0.022011561
PARD6B,-0.047702472
PARD6G,0.070565573
PARG,0.073098103
PARK2,-0.067682127
PARK7,0.034352399
PARL,-0.098371229
PARN,-0.003818631
PARP1,-0.024781356
PARP10,0.116851685
PARP11,0.00073361
PARP12,-0.033697044
PARP14,0.047366926
PARP15,0.074505906
PARP16,-0.088425948
PARP2,0.067771635
PARP3,-0.017711686
PARP4,0.01191919
PARP6,0.1051605
PARP9,-0.113891875
PARPBP,0.043622981
PARS2,0.003547643
PARVA,-0.027570492
PARVB,0.041340703
PARVG,-0.149783398
PASK,0.021952744
PATE1,0.007721199
PATL1,-0.063815818
PATL2,-0.011027717
PATZ1,-0.005314719
PAWR,-0.017067982
PAX1,-0.007492307
PAX2,-0.191324385
PAX3,0.049686441
PAX4,-0.006129153
PAX5,0.023234687
PAX6,-0.010599214
PAX7,0.126020473
PAX8,0.01187091
PAX9,0.066574272
PAXBP1,0.040042144
PAXIP1,0.097708612
PBDC1,-0.015006275
PBK,-0.143922057
PBLD,0.04978373
PBRM1,-0.050327287
PBX1,0.07283128
PBX2,0.03936379
PBX3,-0.017936485
PBX4,-0.01553046
PBXIP1,-0.022556398
PC,0.07854113
PCBD1,-0.037226667
PCBD2,-0.047541864
PCBP1,-0.056427356
PCBP2,0.032694397
PCBP3,0.085408434
PCBP4,-0.057925021
PCCA,-0.022747558
PCCB,-0.000744696
PCDH1,0.018756164
PCDH17,0.034197014
PCDHA1,0.028431054
PCDHA10,0.021401653
PCDHA11,-0.04738582
PCDHA12,-0.064568746
PCDHA13,-0.035006889
PCDHA2,-0.013525129
PCDHA3,0.021038458
PCDHA4,0.101036101
PCDHA5,-0.100690384
PCDHA6,-0.067209929
PCDHA7,-0.013735524
PCDHA8,0.049345889
PCDHA9,0.030509563
PCDHAC1,-0.037913748
PCDHAC2,-0.028418621
PCDHB1,0.014328386
PCDHB13,0.029020938
PCDHB2,-0.012655385
PCDHB3,-0.023854116
PCDHB7,0.013988271
PCDHGA1,0.023335073
PCDHGA10,0.034648646
PCDHGA3,-0.035055207
PCDHGA6,0.02014746
PCDHGB2,0.023742457
PCDHGB3,0.008340595
PCDHGB4,-0.038280178
PCDHGB6,0.078968035
PCDHGB7,0.04048733
PCDHGC3,-0.012127253
PCDHGC4,0.013582792
PCED1A,-0.053606176
PCED1B,-0.04463624
PCF11,-0.057267049
PCGF1,0.049269113
PCGF2,-0.116699619
PCGF3,-0.005899436
PCGF5,0.067608578
PCGF6,0.01464313
PCID2,-0.068655193
PCIF1,-0.038017662
PCK1,0.030449545
PCK2,0.048701556
PCLO,-0.009701509
PCM1,0.001927144
PCMT1,0.012711174
PCMTD1,0.020201028
PCMTD2,-0.038292599
PCNA,0.122552632
PCNP,-0.010790806
PCNT,0.048449824
PCNX,0.055141682
PCNXL3,-0.007259207
PCNXL4,-0.027603647
PCOLCE,-0.031113612
PCOLCE2,0.002264239
PCP2,0.014443314
PCP4,0.011506425
PCSK1,0.064510074
PCSK1N,0.083079339
PCSK2,-0.019749636
PCSK4,-0.041035931
PCSK5,-0.039957959
PCSK6,0.01312982
PCSK7,-0.011916979
PCSK9,-0.06630163
PCTP,0.051375212
PCYOX1,0.097169142
PCYOX1L,-0.020255013
PCYT1A,0.027703031
PCYT1B,0.018205405
PCYT2,-0.013411114
PDAP1,-0.0165582
PDC,0.043411751
PDCD1,0.060093002
PDCD10,0.032426667
PDCD11,-0.112250291
PDCD2,0.039509713
PDCD2L,0.055637741
PDCD4,0.021414762
PDCD5,-0.010633426
PDCD6,0.027354466
PDCD6IP,-0.014194546
PDCD7,0.015369248
PDCL,0.014794106
PDCL2,0.053605034
PDCL3,0.031213892
PDDC1,0.02762668
PDE10A,-0.012148092
PDE11A,0.022466918
PDE12,-0.061618125
PDE1A,-0.001823307
PDE1B,-0.061776246
PDE1C,-0.01209199
PDE2A,-0.021826654
PDE3A,0.047124814
PDE3B,-0.057353136
PDE4A,-0.03557874
PDE4B,0.006447036
PDE4C,0.024623723
PDE4D,0.031524285
PDE4DIP,0.003736466
PDE5A,-0.009925266
PDE6B,-0.020085069
PDE6D,-0.019168229
PDE6G,0.011065583
PDE6H,0.01202523
PDE7A,0.090044639
PDE7B,0.05527371
PDE8A,0.060990574
PDE8B,-0.018935376
PDE9A,-0.064740375
PDF,0.070471727
PDGFA,0.079803362
PDGFB,-0.033123351
PDGFD,0.070430002
PDGFRA,-0.047609996
PDGFRB,-0.090810142
PDGFRL,-0.029683725
PDHA1,-0.005738047
PDHA2,0.011457322
PDHB,-0.015163987
PDHX,-0.062424886
PDIA2,-0.026551268
PDIA3,0.076814537
PDIA4,0.092564646
PDIA5,0.098418753
PDIA6,-0.017021951
PDIK1L,0.105484131
PDILT,0.028384106
PDK1,-0.013415534
PDK2,0.075509766
PDK3,0.104190376
PDK4,-0.009587735
PDLIM1,0.01809371
PDLIM2,-0.028669807
PDLIM3,0.04088881
PDLIM4,0.093024358
PDLIM5,-0.002400887
PDLIM7,-0.013038593
PDP1,0.060860788
PDP2,0.020429186
PDPK1,-0.061423892
PDPN,0.004387935
PDPR,0.015539659
PDRG1,0.019376161
PDS5A,0.170824711
PDS5B,0.015593324
PDSS1,-0.043943958
PDSS2,0.015942564
PDX1,-0.010919493
PDXDC1,-0.181822277
PDXK,0.010387084
PDXP,0.048190561
PDYN,0.131253809
PDZD11,0.047896682
PDZD2,0.108321886
PDZD4,-0.154230808
PDZD7,-0.025473663
PDZD8,0.033904352
PDZK1,-0.073556547
PDZRN3,0.018868486
PDZRN4,0.006035179
PEA15,0.103706011
PEAK1,-0.021100179
PEAR1,0.070614011
PEBP1,-0.013155899
PEBP4,0.023407757
PECAM1,0.037132889
PECR,-0.012674332
PEF1,0.033855712
PEG10,0.09647264
PEG3,0.020435184
PELI1,-0.010393516
PELI2,-0.01680233
PELI3,0.08187616
PELO,0.021466057
PELP1,-0.061821096
PEMT,0.057247967
PEPD,-0.053031053
PER1,-0.043772285
PER2,0.021443851
PER3,-0.046881707
PERP,0.033153054
PES1,0.061609845
PET100,-0.041290882
PET112,-0.05049023
PET117,-0.009333589
PEX1,0.011419499
PEX10,0.025376532
PEX11A,0.021208702
PEX11B,0.008532909
PEX11G,-0.019583655
PEX12,0.025007411
PEX13,-0.0064675
PEX14,-0.120293412
PEX16,0.015245715
PEX19,0.057565567
PEX2,-0.132317413
PEX26,0.03707008
PEX3,0.006584685
PEX5,0.10965764
PEX6,0.054236423
PEX7,-0.009828757
PF4,-0.009476576
PFAS,0.051784915
PFDN1,0.034342411
PFDN2,-0.005812969
PFDN4,-0.068237152
PFDN5,0.052669226
PFDN6,0.034612477
PFKFB1,-0.017374322
PFKFB2,0.040986446
PFKFB3,-0.028202285
PFKFB4,-0.044709304
PFKL,0.011157375
PFKM,0.012525443
PFKP,0.029128769
PFN1,-0.009832788
PFN2,0.027030495
PFN3,-0.078415971
PFN4,0.090665689
PGA3,0.004243654
PGA4,-0.049259464
PGA5,-0.163182843
PGAM1,-0.009266808
PGAM2,0.0067978
PGAM4,-0.023638108
PGAM5,-0.000869342
PGAP1,0.038559446
PGAP2,-0.034034416
PGAP3,0.057891089
PGBD1,0.06235112
PGBD2,-0.009128792
PGBD3,0.010631162
PGBD4,0.108257042
PGBD5,-0.058726909
PGC,0.398103266
PGD,-0.025797877
PGF,0.053920722
PGGT1B,-0.014765485
PGK1,0.013868097
PGK2,-0.023493649
PGLS,0.048102439
PGLYRP1,-0.100617243
PGLYRP2,-0.072857481
PGLYRP3,-0.075801988
PGLYRP4,-0.023811656
PGM1,-0.00822997
PGM2,-0.033274405
PGM2L1,0.098438012
PGM3,-0.026778717
PGM5,-0.014070383
PGP,-0.032894081
PGPEP1,-0.069832996
PGR,0.021534304
PGRMC1,0.015026977
PGRMC2,0.050858659
PGS1,0.043810963
PHACTR1,0.02588195
PHACTR2,0.122926495
PHACTR3,0.046726739
PHACTR4,0.055944631
PHAX,0.012070952
PHB,-0.046922443
PHB2,-0.062394608
PHC1,0.0854507
PHC2,-0.042623521
PHC3,-0.052870921
PHEX,0.028330263
PHF1,-0.060365502
PHF10,0.092503255
PHF11,-0.016586256
PHF12,0.011540123
PHF13,-0.054051979
PHF14,0.016070289
PHF17,-0.129023299
PHF19,0.039905931
PHF2,-0.145353176
PHF20,0.044496012
PHF20L1,0.050686015
PHF21A,-0.055905071
PHF21B,-0.023852195
PHF23,-0.263698284
PHF3,-0.219501399
PHF5A,-0.010645517
PHF6,0.026452786
PHF7,0.01911501
PHF8,0.052805885
PHGDH,0.079586204
PHIP,0.015978107
PHKA1,-0.024897858
PHKA2,0.015851785
PHKB,-0.023169387
PHKG1,0.037696527
PHKG2,-0.016257958
PHLDA1,0.046833956
PHLDA2,-0.007982311
PHLDB1,0.101015293
PHLDB3,-0.019898517
PHLPP1,-0.034730237
PHLPP2,0.07272301
PHOSPHO1,-0.094474732
PHOSPHO2,-0.007000402
PHOSPHO2-KLHL23,-0.010247243
PHOX2A,0.084087598
PHOX2B,-0.015617885
PHPT1,0.037501358
PHRF1,0.02774054
PHTF1,-0.042222717
PHTF2,0.015446515
PHYH,-0.062056384
PHYHD1,-0.05871089
PHYHIP,0.012066556
PHYHIPL,-0.043014133
PHYKPL,0.023835027
PI15,0.02742827
PI16,0.017651018
PI4K2A,-0.011847671
PI4K2B,0.083890467
PI4KA,0.007565224
PI4KB,-0.091177226
PIANP,-0.058941265
PIAS1,-0.028593838
PIAS2,0.083106257
PIAS3,-0.028209001
PIAS4,0.02161229
PIBF1,-0.014581471
PICALM,-0.04669724
PICK1,-0.037173399
PID1,-0.002184023
PIDD,-0.048466663
PIEZO1,-0.034175519
PIF1,0.025465533
PIFO,0.048046788
PIGA,-0.04489028
PIGB,-0.016696056
PIGC,-0.051490384
PIGF,-0.035728825
PIGG,-0.02116835
PIGH,0.041205115
PIGK,0.038280316
PIGL,-0.018422847
PIGM,-0.001332593
PIGN,0.1155839
PIGO,0.024861858
PIGQ,-0.071028715
PIGR,-0.002753899
PIGS,0.021534892
PIGT,0.003825424
PIGU,0.033505432
PIGV,-0.025842538
PIGW,-0.010363773
PIGX,-0.056471169
PIGY,0.020963913
PIGZ,-0.06258574
PIH1D1,0.057503465
PIH1D2,0.070260159
PIK3AP1,0.096440425
PIK3C2A,0.02825713
PIK3C2B,0.095193893
PIK3C2G,0.054954758
PIK3C3,-0.020558882
PIK3CA,0.0318404
PIK3CB,-0.091530991
PIK3CD,0.006610674
PIK3CG,0.09383981
PIK3IP1,0.041821793
PIK3R1,-0.082450527
PIK3R2,0.075771248
PIK3R3,0.133207737
PIK3R4,-0.01443089
PIK3R5,0.086239422
PIK3R6,0.046706446
PIKFYVE,0.029161673
PIM1,-0.100584121
PIM2,-0.056117869
PIM3,-0.089680096
PIN1,0.077510509
PIN4,0.024027117
PINK1,0.048918083
PINLYP,0.021684352
PINX1,-0.118731725
PIP,-0.062587731
PIP4K2A,-0.012177774
PIP4K2B,-0.028932996
PIP4K2C,-0.1663145
PIP5K1A,-0.046911968
PIP5K1B,0.030268148
PIP5K1C,0.012107119
PIP5KL1,0.033470776
PIPOX,0.02335068
PIR,0.022667496
PISD,-0.07883652
PITHD1,-0.097087818
PITPNA,0.057869709
PITPNB,0.168789078
PITPNC1,0.057391724
PITPNM1,-0.043306925
PITPNM2,-0.004840228
PITPNM3,0.084221573
PITRM1,-0.034001109
PITX1,-0.240459685
PITX2,-0.090276976
PITX3,0.019753485
PIWIL1,0.022584397
PIWIL3,-0.036257257
PIWIL4,-0.011159305
PJA1,-0.01670548
PJA2,-0.074746139
PKD1,0.016151356
PKD1L2,0.036464965
PKD2,-0.050247002
PKD2L1,-0.012660933
PKD2L2,-0.137000553
PKDCC,0.026754181
PKHD1,-0.024374058
PKHD1L1,-0.014527317
PKIA,0.064534583
PKIB,0.068449159
PKIG,-0.030461422
PKLR,-0.011276944
PKM,0.043595409
PKMYT1,0.061591821
PKN1,-0.101904916
PKN2,0.057452627
PKN3,0.05475059
PKNOX1,-0.021733077
PKNOX2,0.025939027
PKP1,0.047663621
PKP2,0.08515591
PKP3,0.007619004
PKP4,0.010777453
PLA1A,0.063100163
PLA2G10,0.022334815
PLA2G12A,-0.027969319
PLA2G12B,-0.014191463
PLA2G15,-0.143693933
PLA2G16,-0.014786116
PLA2G1B,0.069524401
PLA2G2A,0.020289366
PLA2G2C,-0.012320726
PLA2G2D,0.00173806
PLA2G2E,0.036948674
PLA2G2F,-0.074679752
PLA2G3,0.023227416
PLA2G4A,-0.004307386
PLA2G4B,-0.096870407
PLA2G4C,0.062699727
PLA2G4D,-0.02901669
PLA2G4E,-0.014273567
PLA2G4F,0.109497784
PLA2G5,0.0538692
PLA2G6,-0.010065347
PLA2G7,-0.021313237
PLA2R1,0.013259447
PLAA,-0.018291119
PLAC1,0.023407444
PLAC8L1,-0.024357599
PLAG1,0.071746929
PLAGL1,0.000819491
PLAGL2,0.049413704
PLAT,0.061028437
PLAU,-0.039546113
PLAUR,0.011803244
PLB1,-0.076287138
PLBD1,0.014026681
PLBD2,-0.003139393
PLCB1,0.017252443
PLCB2,0.04868595
PLCB3,0.06533609
PLCB4,-0.071596022
PLCD1,0.031124658
PLCD3,-0.102943121
PLCD4,-0.000898009
PLCE1,-0.01555788
PLCG1,0.036411664
PLCG2,0.007619294
PLCH1,0.210621835
PLCH2,0.01531001
PLCL1,0.03121267
PLCL2,-0.185070152
PLCXD2,0.039818476
PLCXD3,0.021461687
PLCZ1,-0.020313636
PLD1,0.020510088
PLD2,-0.007854009
PLD3,0.110016099
PLD4,0.066637341
PLD6,0.050827745
PLEC,0.026585249
PLEK,0.001869261
PLEK2,0.094235842
PLEKHA1,0.024417159
PLEKHA2,-0.034007421
PLEKHA3,0.013473398
PLEKHA4,0.042157311
PLEKHA5,-0.022232874
PLEKHA7,-0.018019482
PLEKHA8,0.004710191
PLEKHB1,0.097273003
PLEKHB2,0.061985918
PLEKHF1,-0.0612425
PLEKHF2,-0.006741923
PLEKHG2,0.022542353
PLEKHG3,-0.02931878
PLEKHG4,-0.087259964
PLEKHG5,0.004466765
PLEKHG6,0.01164288
PLEKHH1,-0.029808699
PLEKHH2,0.019516247
PLEKHH3,-0.040954021
PLEKHJ1,0.058070489
PLEKHM1,0.089608194
PLEKHM2,0.037117416
PLEKHM3,0.01363588
PLEKHO1,0.000146179
PLEKHO2,-0.008566437
PLEKHS1,0.014768491
PLG,0.053332836
PLGRKT,-0.003178303
PLIN1,-0.036742425
PLIN2,0.016601491
PLIN3,0.007928879
PLIN4,0.050367424
PLIN5,-0.041135931
PLK1,-0.070449495
PLK1S1,0.024967718
PLK2,-0.007102961
PLK3,0.002061148
PLK4,0.196801837
PLLP,-0.010995659
PLN,0.031156769
PLOD1,0.115670084
PLOD2,0.034532488
PLOD3,0.022146086
PLP1,-0.065864361
PLP2,-0.075768413
PLRG1,-0.066213069
PLS1,0.028505777
PLS3,-0.010916797
PLSCR1,0.087092945
PLSCR3,0.006439498
PLTP,0.02615453
PLVAP,0.042228387
PLXDC1,-0.053587529
PLXNA1,-0.042866525
PLXNA2,-0.041458539
PLXNA3,0.121584048
PLXNA4,0.101576675
PLXNB1,0.132696469
PLXNB2,0.095193831
PLXNB3,0.004564905
PLXNC1,0.013131743
PLXND1,-0.025553237
PM20D1,0.017628939
PM20D2,0.014030501
PMAIP1,0.00963406
PMEL,0.067283724
